,Season,DayNum,WTeamID,LTeamID,WTeamDistance,LTeamDistance
0,2010,134,1115,1457,575.8914671,712.2454014
1,2010,136,1124,1358,4405.801369,4975.824828
2,2010,136,1139,1431,1372.00684,955.4961293
3,2010,136,1140,1196,838.9098982,1083.484818
4,2010,136,1242,1250,201.8992852,1242.852719
5,2010,136,1243,1317,201.8992852,185.3928097
6,2010,136,1246,1190,4234.0083,4186.911294
7,2010,136,1293,1435,1849.286607,395.7804783
8,2010,136,1307,1285,910.7965416,933.1539102
9,2010,136,1320,1424,608.6660841,989.6510916
10,2010,136,1325,1207,3742.988184,3910.237578
11,2010,136,1330,1323,3966.793766,4075.31069
12,2010,136,1388,1350,5283.197127,3649.021449
13,2010,136,1397,1361,4094.518337,5413.263511
14,2010,136,1437,1352,707.8952243,3447.773375
15,2010,136,1448,1400,4048.453307,5073.084257
16,2010,136,1449,1266,2422.452282,1870.751844
17,2010,137,1143,1257,2172.23439,594.1931943
18,2010,137,1165,1396,882.5132798,934.3982126
19,2010,137,1181,1115,421.680293,662.0858958
20,2010,137,1210,1329,666.4822922,749.8653295
21,2010,137,1211,1199,4231.924237,1053.095176
22,2010,137,1268,1222,2081.849579,1704.149497
23,2010,137,1277,1308,1597.98941,1079.68194
24,2010,137,1281,1155,770.5595446,604.5613885
25,2010,137,1326,1364,333.1372131,1804.222077
26,2010,137,1338,1324,447.1539403,1833.615247
27,2010,137,1345,1373,754.1879499,2130.884462
28,2010,137,1393,1436,138.8849788,340.311795
29,2010,137,1401,1429,1628.900502,636.2599504
30,2010,137,1452,1288,321.3162352,627.6774969
31,2010,137,1458,1459,1066.742125,1229.712974
32,2010,137,1462,1278,446.9909111,388.1751254
33,2010,138,1124,1330,4405.801369,3966.793766
34,2010,138,1139,1293,1372.00684,1849.286607
35,2010,138,1243,1140,201.8992852,838.9098982
36,2010,138,1246,1448,4234.0083,4048.453307
37,2010,138,1320,1242,608.6660841,201.8992852
38,2010,138,1388,1437,5283.197127,707.8952243
39,2010,138,1397,1325,4094.518337,3742.988184
40,2010,138,1449,1307,2422.452282,910.7965416
41,2010,139,1165,1458,882.5132798,1066.742125
42,2010,139,1181,1143,421.680293,2172.23439
43,2010,139,1277,1268,1597.98941,2081.849579
44,2010,139,1326,1210,333.1372131,666.4822922
45,2010,139,1345,1401,754.1879499,1628.900502
46,2010,139,1393,1211,138.8849788,4231.924237
47,2010,139,1452,1281,321.3162352,770.5595446
48,2010,139,1462,1338,446.9909111,447.1539403
49,2010,143,1139,1393,831.4404535,1835.500768
50,2010,143,1243,1462,730.7921275,905.1600583
51,2010,143,1246,1165,606.9318054,45.61018662
52,2010,143,1452,1449,400.0755698,290.3347086
53,2010,144,1124,1388,1430.448947,1630.423094
54,2010,144,1181,1345,1047.673032,1485.061244
55,2010,144,1277,1320,449.8772361,271.1415818
56,2010,144,1397,1326,294.266953,418.6129174
57,2010,145,1139,1243,831.4404535,730.7921275
58,2010,145,1452,1246,400.0755698,606.9318054
59,2010,146,1181,1124,1047.673032,1430.448947
60,2010,146,1277,1397,449.8772361,294.266953
61,2010,152,1139,1277,592.7769419,276.6307144
62,2010,152,1181,1452,474.1016147,299.2652605
63,2010,154,1181,1139,474.1016147,592.7769419
64,2011,134,1155,1412,357.7779908,449.9845154
65,2011,134,1421,1114,299.2635789,564.1763843
66,2011,135,1427,1106,1079.726886,471.5710524
67,2011,135,1433,1425,328.5494579,392.0896402
68,2011,136,1139,1330,1076.767074,115.107382
69,2011,136,1140,1459,356.430221,563.6662527
70,2011,136,1153,1281,402.550292,836.736208
71,2011,136,1163,1137,296.303584,143.014634
72,2011,136,1196,1364,62.20448472,2237.627612
73,2011,136,1211,1385,5374.814403,1642.001067
74,2011,136,1243,1429,812.1488194,498.4089252
75,2011,136,1246,1343,681.2448437,963.2593394
76,2011,136,1287,1257,1162.012698,1036.907525
77,2011,136,1338,1421,190.2010912,379.4773032
78,2011,136,1350,1435,1491.2548,640.7976826
79,2011,136,1361,1294,365.8438866,802.6759076
80,2011,136,1396,1336,803.6769249,2055.48239
81,2011,136,1417,1277,1133.52144,1087.431106
82,2011,136,1452,1155,731.2458129,464.4276055
83,2011,136,1458,1125,1421.353847,5659.122179
84,2011,137,1112,1272,898.746567,341.3829804
85,2011,137,1181,1214,121.4866268,280.5799201
86,2011,137,1199,1401,1033.608135,916.1862272
87,2011,137,1206,1437,295.6630819,4340.465136
88,2011,137,1228,1424,448.0840488,1069.297961
89,2011,137,1242,1131,204.2264362,1395.851544
90,2011,137,1266,1462,448.8787638,713.2012048
91,2011,137,1276,1397,614.2486935,308.8853253
92,2011,137,1314,1254,106.2965985,573.0753116
93,2011,137,1323,1103,72.56232984,321.5013159
94,2011,137,1326,1427,102.5366609,1256.832893
95,2011,137,1345,1389,1740.895629,708.6546103
96,2011,137,1393,1232,303.4935208,248.2245188
97,2011,137,1400,1324,360.886825,1453.469683
98,2011,137,1433,1207,550.9240994,300.603666
99,2011,137,1449,1208,328.9098343,238.6515607
100,2011,138,1139,1338,1076.767074,190.2010912
101,2011,138,1140,1211,356.430221,5374.814403
102,2011,138,1163,1153,296.303584,402.550292
103,2011,138,1196,1417,62.20448472,1133.52144
104,2011,138,1246,1452,681.2448437,731.2458129
105,2011,138,1350,1287,1491.2548,1162.012698
106,2011,138,1361,1396,365.8438866,803.6769249
107,2011,138,1458,1243,1421.353847,812.1488194
108,2011,139,1112,1400,898.746567,360.886825
109,2011,139,1181,1276,121.4866268,614.2486935
110,2011,139,1199,1323,1033.608135,72.56232984
111,2011,139,1242,1228,204.2264362,448.0840488
112,2011,139,1266,1393,448.8787638,303.4935208
113,2011,139,1314,1449,106.2965985,328.9098343
114,2011,139,1326,1206,102.5366609,295.6630819
115,2011,139,1433,1345,550.9240994,1740.895629
116,2011,143,1112,1181,354.5323493,2205.33496
117,2011,143,1139,1458,4660.338018,4070.70025
118,2011,143,1163,1361,2502.604754,88.36765969
119,2011,143,1196,1140,4576.181242,5021.125445
120,2011,144,1242,1350,609.8853236,1334.631191
121,2011,144,1246,1326,628.4004697,449.8757278
122,2011,144,1314,1266,438.1172153,773.3345862
123,2011,144,1433,1199,1293.15338,1040.610142
124,2011,145,1139,1196,4660.338018,4576.181242
125,2011,145,1163,1112,2502.604754,354.5323493
126,2011,146,1246,1314,628.4004697,438.1172153
127,2011,146,1433,1242,1293.15338,609.8853236
128,2011,152,1139,1433,559.2566882,1123.97676
129,2011,152,1163,1246,1506.613755,796.7750463
130,2011,154,1163,1139,1506.613755,559.2566882
131,2012,134,1140,1233,1451.366113,554.9836852
132,2012,134,1443,1290,226.7384325,1261.013448
133,2012,135,1378,1143,604.3920784,1880.5603
134,2012,135,1436,1249,685.9472884,997.9422682
135,2012,136,1124,1355,937.2350418,623.5846243
136,2012,136,1160,1424,257.6339408,483.1288624
137,2012,136,1211,1452,4379.098214,143.0447081
138,2012,136,1231,1308,1869.208783,1159.034926
139,2012,136,1235,1163,368.9316547,729.3388803
140,2012,136,1243,1379,1004.956071,817.3471749
141,2012,136,1246,1443,57.44746731,94.90268435
142,2012,136,1257,1172,1949.962902,1968.355477
143,2012,136,1266,1140,578.2058947,1390.459818
144,2012,136,1293,1161,180.5449793,1245.043399
145,2012,136,1307,1253,1159.034926,844.2764904
146,2012,136,1326,1259,143.2373215,194.3682077
147,2012,136,1393,1421,267.9080556,361.2860231
148,2012,136,1433,1455,2308.488782,1411.613058
149,2012,136,1435,1217,486.7413122,1968.595021
150,2012,136,1458,1285,1106.172787,862.1826707
151,2012,137,1153,1400,237.635385,789.4592704
152,2012,137,1166,1104,941.7434002,445.1142136
153,2012,137,1196,1438,1240.75905,977.0068186
154,2012,137,1199,1382,657.5139081,604.0590628
155,2012,137,1207,1125,147.0700746,4148.419472
156,2012,137,1242,1178,249.4674676,668.7547333
157,2012,137,1250,1181,386.7520006,50.12403719
158,2012,137,1277,1254,267.0263053,525.5583936
159,2012,137,1301,1361,374.1184306,1957.019761
160,2012,137,1313,1281,1098.072041,248.5388816
161,2012,137,1314,1436,50.43037945,702.4118417
162,2012,137,1325,1276,357.6887164,526.433503
163,2012,137,1345,1388,1308.483053,1413.118155
164,2012,137,1378,1396,453.5941099,701.547513
165,2012,137,1387,1272,398.6663175,509.6450799
166,2012,137,1462,1323,856.4779474,520.9266141
167,2012,138,1124,1160,937.2350418,257.6339408
168,2012,138,1231,1433,1869.208783,2308.488782
169,2012,138,1246,1235,57.44746731,368.9316547
170,2012,138,1257,1307,1949.962902,1159.034926
171,2012,138,1266,1293,578.2058947,180.5449793
172,2012,138,1326,1211,143.2373215,4379.098214
173,2012,138,1393,1243,267.9080556,1004.956071
174,2012,138,1458,1435,1106.172787,486.7413122
175,2012,139,1153,1199,237.635385,657.5139081
176,2012,139,1196,1313,1240.75905,1098.072041
177,2012,139,1242,1345,249.4674676,1308.483053
178,2012,139,1277,1387,267.0263053,398.6663175
179,2012,139,1301,1207,374.1184306,147.0700746
180,2012,139,1314,1166,50.43037945,941.7434002
181,2012,139,1325,1378,357.6887164,453.5941099
182,2012,139,1462,1250,856.4779474,386.7520006
183,2012,143,1196,1266,1858.730981,1580.228147
184,2012,143,1257,1277,1508.432214,1631.516126
